,text
8505, UI DEVELOPER HTML| UI| Javascript| server| css| technical| software| administration| developing| usability| Coding| web| design| hadoop| Facebook| Ajax| architecture| development| website| level| testing| specification| HTTP| quality| jQuery| Front end| application| Billing| developer
8506, Linux APT ASIC| Test case execution| Linux| Eclipse| Machine learning| Perl| Test cases| Troubleshooting| Python| android framework
8507, IOS/IPhone Developer IOS| XML| iPhone| HTTP| Graphics| JSON| SDK| Animation| Cocoa touch| Email
8508, Clinical Psychologist ( Counsellors ) stress management| clinical psychologist
8509, Web UI Developer html| javascript| jquery| ajax| user interface| development| coding| php mysql| backend| quality
8510, Team Leader Customer Service| customer relationship| access controls| Asset Management| Vendor Management| Team Leader
8511, Required HR Executive / Sr. HR Executive / HR Payroll Grievance Handling| Attendance| Hr Mba| Bonus| Leave| General Administration| Statutory Compliance| Payroll Processing| Gratuity| Employee Grievances
8512, Management Trainee-HR salary preparation| team coordination| academic| presentation skills| mba| ms office| office management
8515, Urgent job Opportunity for Salesforce Trainee @ Hytech Pro (male Only) HTML| OOPS| Communication Skills
8516, Data Collection Executive Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| Vendor Management| Asset Management
8517, Scrum Master Role Project Management| Agile| Scrum Master| SCOPE| User Stories| Continuous Integration| Execution| Conflict Resolution| Automation Testing| Quality Standards
8518, Customer Relationship (last Mile) Executive (bangalore / Hyderabad) Customer Relationship| Customer Handling| Customer Centric| Customer Experience
8519, Deputy Manager - Business Development Business Development Management| Marketing| Business Strategy| Market Research| Relationship Management| Promotions| CRM| Campaigns| Customer Relationship| Real Estate
8520, Hiring for top Mnc&#39;s for International Voice call Hr Sheetal international call center| international bpo| domestic ticketing| voice process| csr activities
8521," Freshers to 3 yr __ Gurgaon or Delhi __voice ,email & Chat Process Chat| Email| voice| Non Voice Process| Domestic BPO| International BPO| Customer Service| Customer Care| Fresher| BPO| Email Support| Email Process| Chat Process"
8522, Sales Account Manager Leisure Sales (Location:Mumbai) Administration| Credit Officers| Report Generation| Analysts| analytical skills| Risk Management
8524, WCDMA-UE Protocol Perl| Python| RRC| Tools| Scheduling| Test execution| Build management| EHS| Power control| Writing test cases
8525, Sales Officer/sales Reps- Bangalore sales| sales officer| marketing| secondary sales| retail sales| chemicals| bangalore
8527, SAP MRS ERP| SAP| windows server admin| System Administration| Peoplesoft| Windows Administration| System Integration| CRM
8528,"Room Attendants - Urgent Vacancy @ ITC Gardenia, BengaluruHotel Management|Lady Room Attendant|Room Attendant|Housekeeping Assistant|Housekeeping Room Attendant"
8529, Web Content Writer Articles| Digital Media| Web Technologies| Web Content Writing| SEO
8530, Audit and Accounts Associates TDS| Taxation| Auditing| Income tax| Accounting| Finance| Accounts Executive| VAT Audit| Tax returns
8531, Graphic Designer Design| Illustrator| Night Shift| Photoshop| Graphic Designing| Indesign
8532, Quantity Surveyor / Documentation Expert Quantity Surveyor| Budgeting| Rate analysis| Civil engineering| Cash flow| Infrastructure| Business Executive| Management| Construction| Time
8533, Technical / Engineering Manager front end| software development| Ruby Rails| engineering management| Ruby| ruby on rails
8534, Inbound Tour Manager inbound| costing| selling| good communication skills| tickets| domestic| packages| itineraries| be| responsible
8535, Urgent Hiring For Medical Coding - B.sc/ M.Sc (nursing) - Hyderabad Nursing| CPT| Staff Nurse| gnm| Healthcare| bsc nursing| Medical Coding
8536, Technical Marketing of Chemicals Japanese N4/n1- Mumbai Commercial Matters| Technical Marketing| Plastic
8537, Dotnet Fullstack Architect node js| dotnet| lld| ASP.Net MVC| react.js| node.js| high level design| asp.net| low level design| c#.net| angularjs
8538, Data Security_Abu Dhabi data security
8539, Business Development Executive business development| lead generation| cold calling| it sales| international clients
8540, Electrical Engineer Panels| Electricals| Electrical Engineering| Heavy Machinery
8541, Analyst Sales KP VB| Macros| MS Access| Workflow| Business analytics| Usage| Training and Development| Management| MS Office| MIS reporting
8542, Sales Executive/sales Manager/ Asst Sales Manager Air Freight| Sea Freight| Sales| LCL| freight forwarding| Ocean Freight| Custom Clearance| CHA| FCL
8543, Dotnet Project Managers /Project Leads mca| application development| object oriented programming| b tech| enterprise application| development| design development| asp net 2 0| developing| asp net| database| application| design| vb net| .net| team management skills| programming| applications
8544, Job Description of Senior .Net Architect database design| architecting| software development| software design| design patterns| web technologies| software engineering| aws| ASP.Net MVC| sql| azure
8545, Urgent Opening For Front Office Executive stationary| front office| correspondence| general administration
8546, BRM QA Automation| Perl| Javascript| development| oracle| analytical| software| testing| sql| quality| scripting| White box testing| database| Oracle BRM| application| web| Application development| Selenium| Test cases| Ruby| soap| Python
8547, SAP Functional Analyst- Sales and Distribution (SD) SAP SD| Sales & Distribution| SAP| configuration| incident management
8548, PHP Lead OOP| CSS| GIT| MySQL| Javascript| Firebug| XHTML| PHP| Chrome| SVN| PHP programming
8549, MSBI Lead Developer - Ssis/ssrs SSAS| SSRS| SSIS| T - SQL
8550, Senior Manager - Company Secretary Company Secretary| Interpersonal skills| FEMA| Compliance| management| Consulting| Corporate law| Operations| Monitoring| SEBI
8551, Physician Assistant Surgery| neuro| cardio| Cardiology| Family Medicine
8552, Finance Head Finance| Taxation| Banking| Payments| Financial Accounting| financial reporting| financial planning
8553, US IT Recruiter Night Shift (PST) Javascript| Consultancy| US IT staffing| Database maintenance| Hardware| Outsourcing| Taxation| Recruitment
8554, Full Stack Developer C| Python| .NET| HTML| JavaScript| SQL| Oracle| assembly language| Real Time Operating Systems| developer
8555, Operation Officer Team Management| Salary| Administration| Written Communication| Finance| Financial Accounting| Strong Interpersonal Skills| Payments| Office Management| Public Speaking
8556, Developer of Telematics/Bluetooth Dongle Connectivity System Instrumentation| Automotive| Testing| GSM| Bluetooth| development| Prototype| technical| level| Debugging| usage| GPRS| tools| Technical documentation| quality| application| design| Telematics| developer| support
8557,Immediate Joiners Required For Infotainment Testingtest strategy|system testing|automotive infotainment|test execution|test design|testing concepts
8558, Environmental Graphic Designer Graphics| Hospitality| Illustrator| Illustration| adobe creative suite| Digital design| Consulting| Video editing| Photoshop| MS Office
8560, Senior Software Test Engineer Unix| Computer science| Automation| Linux| MySQL| Debugging| Integration testing| Database administration| Selenium| SQL
8561, Admin Sales Assistant Computer science| Sales| Accounting packages| Billing| Marketing support| Market research| microsoft| ERP implementation| Monitoring| CRM
8562, Candidates for the Post of Sales Manager customer profiling| market research| sales executive| marketing executive| distributors| sales strategy| Business Development
8563, Civil/structural Engineer( Fixed Term Contract of 2 To 3 Years)baroda Structural Engineering
8564, Opening for Reservation Executive (Ticketing) in Chandigarh Amadeus| Sabre| Reservation Executive| Ticketing Executive| Travel Agent| Packaging
8565, Grow your career with Fixed Salary job in International BPO Outbound| Antivirus| Technical support| process| Sales| Inbound calls| US shift| Medical| Comp| International BPO
8566, Manager ERP| Payroll| SAS| Financial reporting| Hyperion| Informatica| Talent management| CRM| FICO| SRM
8567, Manager Solution Architect - .net/cloud people management| team management
8568, Sr. T SA/TSA Technical Support Associate| Sales Associate| Technical support| Senior| Technical| International voice process| Inbound calls| Bonus| US shift| Software
8569, Sr. Executive Admin Mining| Housekeeping| Outbound| Reservation| Security services| General Administrator| MS Office| Japanese| Facility management
8570," Sr.customer Care Professional!! International Voice,unlimited Incentiv bpo| captive unit| barclays| cce| cabin crew| dell| sr. cabin crew| hcl| international voice process| indigo| communication skills"
8571, Linux Admin with 3+ Yrs  Linux Administration| Redhat Linux| Linux System Engineer| Linux| Linux Server| Linux Administrator| Linux System Administration
8572, Grab the Opportunity!urgent Opening in Automation Testing(exp:5-8yrs) Automation Testing| Automation Framework| Test Scripts| QTP| Selenium| Appium| Test Reporting| Test Planning| HP Quality Center| Testing Tools| Test Lead
8573, SAS Programmer marketing executive| distributors| customer profiling| sales strategy| market research| Business Development| sales executive
8574, Sr . Software Engineer - Python Web technologies| Python| microservices| Translation| java| software| web| Javascript| developing| applications
8576, Marketing Program Specialist Javascript| Outsourcing| Content development| Business Executive| Cost| Marketing strategy
8579, Senior Asp/.net Developer - C#/sql Server/mvc ASP| .Net| C#| Continuous Integration| SQL Server| jQuery| AngularJS| MVC| eCommerce| Image Processing| Agile
8580, Accounts Manager tds| pf| payroll| environment| service industry| strong analytical skills| verbal communication| esi| accounts manager
8581, CCE Outbound| Technical Support Representative| Technical support| Group| Target| process| Inbound calls| Service| US shift| Comp
8582, SE / SSE / LEAD - AS400 and RPGILE - CHENNAI - 3 To 7 yrs AS400| CL400| CLLE| RPG400| RPGILE
8583, AVP Sales & Marketing-multiple Properties Hotel-delhi-30 Lakhs Annum Sales| Avp| Marketing| Hotel Sales
8584, Hiring For Bpo Voice &amp; Non Voice Process Apply Now voice| bca| chat process| customer service| call center| domestic| fresher| outbound| non voice| backend| diploma| international| PUC| bpo| bba| back office| bbm| bsc| inbound process| telemarketing| ba| ITI
